date,source,title,text
2020-03-09,The Electronic Times,JapaneseSemiconductorMaterials Makers Looking to Build Production Bases in South Korea,Japanese semiconductor materials makers are setting up their production bases in South Korea one after the other as they fear that they may be separated from global SCM (Supply Chain Management) as the Japanese Government’s trade restrictions on South Korea
2020-03-09,Dow Jones Institutional News,U.S. Chip Industry Fears Long-Term Damage From China Trade Fight,"The U.S. semiconductor industry is pressing to get out of the firing line between the U.S. and China, warning its position as the global market leader could become a casualty of the trade spat."
2020-03-09,ENP Newswire,ONSemiconductorUpdates First Quarter 2020 Revenue Outlook,"Release date - 06032020 Company announces restructuring measures to accelerate progress towards target financial model. ON Semiconductor Corporation (Nasdaq: ON), today provided an update to its first quarter 2020 revenue outlook. This update"
2020-03-09,Dow Jones Institutional News,"2 Chip Stocks to Buy After the Big Market Drop, According to an Analyst -- Barrons.com","Chip stocks have tumbled, along with equity markets. The iShares PHLXSemiconductorETF (ticker: SOXX), which tracks the performance of a widely followed semiconductor -sector index, has declined by about 14% over the past month, compared with the 16% drop for"
2020-03-09,Inside US-China Trade,Report: U.S. semiconductor industry stands to lose from trade restrictions while China’s gains,"The U.S. semiconductor industry could see its global market share reduced while China’s burgeoning semiconductor sector would benefit if export restrictions that prevent U.S. companies from selling to Chinese entities remain in place, according to a report"
2020-03-09,Inside U.S. Trade,Report: U.S. semiconductor industry stands to lose from trade restrictions while China’s gains,"The U.S. semiconductor industry could see its global market share reduced while China’s burgeoning semiconductor sector would benefit if export restrictions that prevent U.S. companies from selling to Chinese entities remain in place, according to a report"
2020-03-10,BusinessWorld,SEIPI bats for perpetual 7% GIE tax rate,"In a revised position paper sent to reporters Monday, theSemiconductorand Electronics Industries in the Philippines Foundation, Inc. (SEIPI) said that it supports the Senate version of the Corporate Income Tax and Incentives Rationalization Act (CITIRA) with"
2020-03-09,Reuters News,"In Malaysia's Silicon Valley, fortunes flip as virus wrecks trade war gains",Semiconductortest equipment manufacturer Pentamaster Corp Bhd <PMAS.KL> saw its shares more than double last year as sales surged by about a fifth - the steepest in its 29-year existence - as the firm became a refuge from Sino-U.S. import tariffs.
2020-03-10,Korea Times,"Virus, China slowdown to hammer Korean economy","which have more than doubled over the past two decades. The decline in exports is feared to offset the much-awaited recovery in the semiconductor industry, which accounts for around 20 percent of the country's total exports. While Association of Southeast Asian"
2020-03-10,M2 Presswire,Cryocooler Market worth 2.99 Billion USD by 2022,"services in the developing economies, growing production of liquefied natural gas, and increasing adoption of cryocoolers in the semiconductor industry."
2020-03-10,The Wall Street Journal,- Business & Technology: Chip Makers Step Up Lobbying Efforts,The U.S. semiconductor industry is ramping up its lobbying with a new report spelling out potential costs of largely severing U.S. chip-supply ties with China.
2020-03-11,The Electronic Times,South Korea’s Export Market to Truly Feel Effects of COVID-19 Starting from This Month,"effects of COVID-19 will start to be applied to South Korean exports on full-scale starting from this month. They pointed out car, semiconductor , and display as items that will face the direct impact of COVID-19. They also expect that it will be inevitable"
2020-03-12,Dow Jones Institutional News,"Buy KLA Chip Equipment Stock After Its Big Plunge, Analyst Says -- Barrons.com","Chip stocks have tumbled, along with equity markets. The iShares PHLXSemiconductorETF (ticker: SOXX), which tracks the performance of a widely followed semiconductor -sector index, has declined by about 25% over the past month, compared with the 24% drop for"
2020-03-13,Central News Agency English News,Taiwan shares plunge amid global volatility,"Selling focused on large stocks in the bellwether electronics sector, led by contract chipmaker TaiwanSemiconductorManufacturing Co. (TSMC), though some bargain hunting did emerge allowing the market to recover part of the earlier downturn, they said."
2020-03-14,Benzinga.com,"Intel, AMD And Marvel Screen The Best In This Analyst's Macro Stress Test For COVID-19 Impact","having far-reaching consequences for individuals, corporations and the global economy at large. An analyst at UBS sifted through the semiconductor space to see how each of these companies will cope up under three potential macroeconomic scenarios."
2020-03-16,Dow Jones Institutional News,Coronavirus to CrimpSemiconductorSales Growth -- Market Talk,"1315 ET - The semiconductor industry has toughed out many downturns, but none quite like the coronavirus outbreak, which has disrupted the industry's globe-spanning supply chain, BMO Capital Markets analysts say. As the virus spreads in Europe and the US, the"
2020-03-17,Central News Agency English News,Taiwan shares plummet but losses capped,"Selling focused on market heavyweights, especially electronics companies such as contract chipmaker TaiwanSemiconductorManufacturing Co. (TSMC), but bargain hunting set in to limit the losses, they said."
2020-03-17,Dow Jones Institutional News,"Lam Research May Not Meet Previously Provided Guidance, Which It Is Withdrawing -- MarketWatch","March 29. The stock, which rallied 2.9% in premarket trading, has tumbled 37.1% over the past month through Monday, while the PHLXSemiconductorIndex has shed 33.6% and the S&P 500 has lost 29.4%."
2020-03-17,Dow Jones Institutional News,"Chip Sector Earnings Could Fall 70% in a Recession, Analyst Warns -- Barrons.com","The semiconductor sector could see earnings fall as much as 70% on average if the coronavirus pandemic triggers a global recession, according to Citi."
2020-03-17,CE NoticiasFinancieras,Baidu sees risks in China-US trade war,"Baidu, Inc., one of the world's largest Artificial Intelligence and Internet companies, included as a risk factor to its operations the possible restriction on semiconductor exports by certain countries, including the United States."
2020-03-19,Central News Agency English News,Taiwan shares plunge amid COVID-19 fears,"Selling focused on large-cap stocks, particularly in the bellwether electronics sector, led by contract chipmaker TaiwanSemiconductorManufacturing Co. (TSMC), which came under grave pressure after going ex-dividend, the dealers said."
2020-03-19,Communications Today,COVID-19 To Have Significant Effect On WorldwideSemiconductorMarket In 2020,"for the world’s technology supply chain. A new International Data Corporation (IDC) report, Impact of COVID-19 on the WorldwideSemiconductorMarket Forecast (IDC #US46115520), provides IDC’s view on the impact the COVID-19 virus will have on the semiconductor"
2020-03-19,Electronics Weekly Online,Current constraints on consumer spending could stoke electronics demand in H2,"The current constraints on consumer spending could lead to a boom in spending on electronics products later this year, suggests Bill Jewell’sSemiconductorIntelligence."
2020-03-19,Dow Jones Institutional News,Global Equities Roundup: Market Talk,"1354 ET - Intel CEO Bob Swan says the semiconductor company is operating as usual and making deliveries on time despite the challenges posed by the coronavirus. In a letter to customers, Swan says deliveries were more than 90% on time, and operations in the"
2020-03-19,Dow Jones Institutional News,TaiwanSemiconductorWill Feel Coronavirus Pinch -- Market Talk,"1330 ET - TaiwanSemiconductorhas so far stuck to forecasts of more than 17% sales growth this year despite the coronavirus outbreak, but it's not immune to its fallout, Citi says. ""We believe the expanding travel bans worldwide and more city lockdowns and"
2020-03-19,Dow Jones Institutional News,Intel Deliveries More Than 90% On Time Despite Outbreak -- Market Talk,"1354 ET - Intel CEO Bob Swan says the semiconductor company is operating as usual and making deliveries on time despite the challenges posed by the coronavirus. In a letter to customers, Swan says deliveries were more than 90% on time, and operations in the"
2020-03-20,Taipei Times,SAS records best profit in nine years,"Sino-American Silicon Products Inc (SAS, ) yesterday posted its best annual net profit in nine years, mostly with support from its semiconductor subsidiary and improving solar businesses."
2020-03-20,Financial Times,Eurozone,"""We believe that Osram is the first in what is likely to be a string of such announcements from other semiconductor chip companies in the coming weeks and months,"" said JPMorgan. It highlighted STMicroelectronics, Infineon, Melexis and Sensirion as reliant"
2020-03-21,China Knowledge Press,"GigadeviceSemiconductorplaced at Level 3 on Trading Risk Analytic, remains unchanged at risk-neutral level","Apr 23, 2020 (China Knowledge) – GigadeviceSemiconductor(stock code: 603986) is placed at Level 3 indicating a Neutral rating, but may subject to certain risk factors. Due to the coronavirus COVID-19 outbreak that has hampered China’s economy and financial"
